Gene stable ID	Transcript stable ID	STRING ID
Vitvi16g01214	Vitvi16g01214_t001	29760.VIT_16s0050g02520.t01
Vitvi02g01536	Vitvi02g01536_t001	
Vitvi12g04056	Vitvi12g04056_t001	
Vitvi00g04113	Vitvi00g04113_t001	
Vitvi09g04529	Vitvi09g04529_t001	
Vitvi07g00426	Vitvi07g00426_t001	29760.VIT_07s0005g01610.t01
Vitvi12g02509	Vitvi12g02509_t001	29760.VIT_12s0057g01440.t01
Vitvi09g00240	Vitvi09g00240_t001	
Vitvi04g04445	Vitvi04g04445_t003	
Vitvi04g04445	Vitvi04g04445_t002	
Vitvi04g04445	Vitvi04g04445_t004	
Vitvi04g04445	Vitvi04g04445_t001	
Vitvi03g00221	Vitvi03g00221_t001	
Vitvi18g02540	Vitvi18g02540_t002	
Vitvi18g02540	Vitvi18g02540_t001	
Vitvi17g01409	Vitvi17g01409_t001	
Vitvi18g00903	Vitvi18g00903_t003	
Vitvi18g00903	Vitvi18g00903_t002	
Vitvi18g00903	Vitvi18g00903_t001	29760.VIT_18s0001g11820.t01
Vitvi14g04098	Vitvi14g04098_t001	
Vitvi01g00363	Vitvi01g00363_t001	29760.VIT_01s0011g04380.t01
Vitvi19g00623	Vitvi19g00623_t003	29760.VIT_19s0090g01780.t01
Vitvi19g00623	Vitvi19g00623_t002	29760.VIT_19s0090g01780.t01
Vitvi19g00623	Vitvi19g00623_t001	29760.VIT_19s0090g01780.t01
Vitvi12g00039	Vitvi12g00039_t001	
Vitvi01g04417	Vitvi01g04417_t001	
Vitvi01g00120	Vitvi01g00120_t002	
Vitvi01g00120	Vitvi01g00120_t004	
Vitvi01g00120	Vitvi01g00120_t001	
Vitvi01g00120	Vitvi01g00120_t003	
Vitvi06g04299	Vitvi06g04299_t001	
Vitvi03g01517	Vitvi03g01517_t001	29760.VIT_03s0063g01960.t01
Vitvi10g04043	Vitvi10g04043_t001	
Vitvi13g04714	Vitvi13g04714_t001	
Vitvi08g01544	Vitvi08g01544_t001	29760.VIT_08s0007g04210.t01
Vitvi06g00312	Vitvi06g00312_t001	
Vitvi06g00312	Vitvi06g00312_t002	
Vitvi06g00312	Vitvi06g00312_t003	
Vitvi18g04747	Vitvi18g04747_t001	
Vitvi13g01728	Vitvi13g01728_t001	29760.VIT_13s0064g00850.t01
Vitvi15g01203	Vitvi15g01203_t001	
Vitvi11g01327	Vitvi11g01327_t001	
Vitvi09g01667	Vitvi09g01667_t001	
Vitvi04g04509	Vitvi04g04509_t001	
Vitvi06g04355	Vitvi06g04355_t001	
Vitvi10g01662	Vitvi10g01662_t001	
Vitvi12g04331	Vitvi12g04331_t001	
Vitvi05g00487	Vitvi05g00487_t001	29760.VIT_05s0020g03350.t01
Vitvi18g04694	Vitvi18g04694_t001	
Vitvi10g04271	Vitvi10g04271_t001	
Vitvi10g04271	Vitvi10g04271_t002	
Vitvi07g04695	Vitvi07g04695_t001	
Vitvi17g00899	Vitvi17g00899_t001	29760.VIT_17s0000g09110.t01
Vitvi06g04212	Vitvi06g04212_t001	
Vitvi18g04176	Vitvi18g04176_t001	
Vitvi06g04091	Vitvi06g04091_t001	
Vitvi05g04057	Vitvi05g04057_t001	
Vitvi12g02743	Vitvi12g02743_t001	
Vitvi04g00907	Vitvi04g00907_t003	
Vitvi04g00907	Vitvi04g00907_t004	
Vitvi04g00907	Vitvi04g00907_t002	
Vitvi04g00907	Vitvi04g00907_t001	
Vitvi10g01055	Vitvi10g01055_t001	
Vitvi12g00231	Vitvi12g00231_t001	29760.VIT_12s0028g02630.t01
Vitvi16g00985	Vitvi16g00985_t001	
Vitvi18g04566	Vitvi18g04566_t001	
Vitvi13g01006	Vitvi13g01006_t001	29760.VIT_13s0073g00150.t01
Vitvi08g01551	Vitvi08g01551_t002	
Vitvi08g01551	Vitvi08g01551_t001.1.6037826f	29760.VIT_08s0007g04290.t01
Vitvi08g01551	Vitvi08g01551_t003	
Vitvi03g00029	Vitvi03g00029_t001	
Vitvi03g00029	Vitvi03g00029_t002	
Vitvi03g00029	Vitvi03g00029_t003	
Vitvi04g01453	Vitvi04g01453_t001	
Vitvi02g01269	Vitvi02g01269_t001	29760.VIT_02s0087g00710.t01
Vitvi18g02329	Vitvi18g02329_t001	29760.VIT_18s0089g00030.t01
Vitvi07g00659	Vitvi07g00659_t001	29760.VIT_07s0005g03990.t01
Vitvi02g01738	Vitvi02g01738_t001	
Vitvi14g04182	Vitvi14g04182_t001	
Vitvi00g04798	Vitvi00g04798_t001	
Vitvi10g04079	Vitvi10g04079_t001	
Vitvi09g04340	Vitvi09g04340_t001	
Vitvi03g04321	Vitvi03g04321_t001	
Vitvi19g04433	Vitvi19g04433_t001	
Vitvi01g04263	Vitvi01g04263_t001	
Vitvi07g04636	Vitvi07g04636_t002	
Vitvi07g04636	Vitvi07g04636_t001	
Vitvi12g00486	Vitvi12g00486_t001	29760.VIT_12s0059g01950.t01
Vitvi06g01343	Vitvi06g01343_t001	
Vitvi01g04132	Vitvi01g04132_t001	
Vitvi16g01430	Vitvi16g01430_t001	29760.VIT_16s0013g00980.t01
Vitvi06g00399	Vitvi06g00399_t001	
Vitvi15g00581	Vitvi15g00581_t001	29760.VIT_15s0021g01910.t01
Vitvi11g00695	Vitvi11g00695_t001	29760.VIT_11s0037g00160.t01
Vitvi08g01361	Vitvi08g01361_t005	
Vitvi08g01361	Vitvi08g01361_t003	
Vitvi08g01361	Vitvi08g01361_t001	29760.VIT_08s0007g02210.t01
Vitvi08g01361	Vitvi08g01361_t004	
Vitvi08g01361	Vitvi08g01361_t006	
Vitvi08g01361	Vitvi08g01361_t007	
Vitvi08g01361	Vitvi08g01361_t002	
Vitvi01g01316	Vitvi01g01316_t003	
Vitvi01g01316	Vitvi01g01316_t002	
Vitvi01g01316	Vitvi01g01316_t004	
Vitvi01g01316	Vitvi01g01316_t001	
Vitvi18g04356	Vitvi18g04356_t001	
Vitvi07g01033	Vitvi07g01033_t001	
Vitvi03g00779	Vitvi03g00779_t001	29760.VIT_03s0088g01140.t01
Vitvi08g01692	Vitvi08g01692_t001	
Vitvi13g00098	Vitvi13g00098_t001	
Vitvi18g00339	Vitvi18g00339_t001	
Vitvi02g00403	Vitvi02g00403_t001	
Vitvi08g01490	Vitvi08g01490_t001	29760.VIT_08s0007g03690.t01
Vitvi13g00994	Vitvi13g00994_t001	29760.VIT_13s0073g00080.t01
Vitvi00g04664	Vitvi00g04664_t001	29760.VIT_00s0769g00010.t01
Vitvi04g04221	Vitvi04g04221_t001	
Vitvi18g04542	Vitvi18g04542_t001	
Vitvi17g04363	Vitvi17g04363_t001	
Vitvi06g00424	Vitvi06g00424_t001	
Vitvi06g00424	Vitvi06g00424_t002	
Vitvi06g00424	Vitvi06g00424_t003	
Vitvi16g00328	Vitvi16g00328_t001	
Vitvi00g04833	Vitvi00g04833_t001	
Vitvi12g04645	Vitvi12g04645_t002	
Vitvi12g04645	Vitvi12g04645_t001	
Vitvi12g04645	Vitvi12g04645_t003	
Vitvi17g04120	Vitvi17g04120_t001	
Vitvi17g00417	Vitvi17g00417_t001	
Vitvi18g04031	Vitvi18g04031_t001	
Vitvi13g04603	Vitvi13g04603_t001	
Vitvi10g04729	Vitvi10g04729_t001	
Vitvi09g04201	Vitvi09g04201_t001	
Vitvi04g01992	Vitvi04g01992_t001	
Vitvi00g04535	Vitvi00g04535_t001	
Vitvi08g02398	Vitvi08g02398_t001	
Vitvi03g00509	Vitvi03g00509_t001	29760.VIT_03s0063g00370.t01
Vitvi18g02494	Vitvi18g02494_t001	
Vitvi04g01619	Vitvi04g01619_t001	
Vitvi00g04731	Vitvi00g04731_t001	
Vitvi06g01464	Vitvi06g01464_t001	
Vitvi14g01852	Vitvi14g01852_t002	29760.VIT_14s0066g02240.t01
Vitvi14g01852	Vitvi14g01852_t001	29760.VIT_14s0066g02240.t01
Vitvi08g00686	Vitvi08g00686_t001	29760.VIT_08s0217g00030.t01
Vitvi08g01184	Vitvi08g01184_t001	
Vitvi13g01674	Vitvi13g01674_t002	
Vitvi13g01674	Vitvi13g01674_t001	
Vitvi10g01946	Vitvi10g01946_t001	
Vitvi11g04248	Vitvi11g04248_t001	
Vitvi13g00176	Vitvi13g00176_t001	
Vitvi19g02040	Vitvi19g02040_t001	29760.VIT_19s0090g01370.t01
Vitvi08g00972	Vitvi08g00972_t001	
Vitvi02g01283	Vitvi02g01283_t001	
Vitvi13g02021	Vitvi13g02021_t001	29760.VIT_13s0019g02900.t01
Vitvi08g04029	Vitvi08g04029_t001	
Vitvi01g00451	Vitvi01g00451_t001	
Vitvi01g00451	Vitvi01g00451_t002	
Vitvi13g00566	Vitvi13g00566_t001	
Vitvi13g00566	Vitvi13g00566_t002	
Vitvi17g01037	Vitvi17g01037_t002	29760.VIT_17s0000g10250.t01
Vitvi17g01037	Vitvi17g01037_t001	29760.VIT_17s0000g10250.t01
Vitvi19g04128	Vitvi19g04128_t001	
Vitvi05g01533	Vitvi05g01533_t001	
Vitvi09g01395	Vitvi09g01395_t001	
Vitvi14g04239	Vitvi14g04239_t001	
Vitvi15g01656	Vitvi15g01656_t001	
Vitvi12g00298	Vitvi12g00298_t001	29760.VIT_12s0028g03560.t01
Vitvi18g02180	Vitvi18g02180_t001	
Vitvi11g00936	Vitvi11g00936_t001	29760.VIT_11s0065g00460.t01
Vitvi14g03020	Vitvi14g03020_t001	29760.VIT_14s0066g01220.t01
Vitvi05g04392	Vitvi05g04392_t001	
Vitvi04g00672	Vitvi04g00672_t001	29760.VIT_04s0008g07390.t01
Vitvi06g04038	Vitvi06g04038_t001	
Vitvi00g04126	Vitvi00g04126_t001	
Vitvi09g04275	Vitvi09g04275_t001	
Vitvi12g01897	Vitvi12g01897_t001	
Vitvi14g00256	Vitvi14g00256_t002	
Vitvi14g00256	Vitvi14g00256_t004	
Vitvi14g00256	Vitvi14g00256_t001	
Vitvi14g00256	Vitvi14g00256_t003	
Vitvi07g04367	Vitvi07g04367_t001	
Vitvi08g01919	Vitvi08g01919_t001	
Vitvi05g01835	Vitvi05g01835_t001	29760.VIT_05s0020g00930.t01
Vitvi07g00413	Vitvi07g00413_t001	29760.VIT_07s0005g01450.t01
Vitvi01g04289	Vitvi01g04289_t001	
Vitvi14g04108	Vitvi14g04108_t001	
Vitvi10g01962	Vitvi10g01962_t001	
Vitvi18g04098	Vitvi18g04098_t001	
Vitvi09g04199	Vitvi09g04199_t001	
Vitvi16g00010	Vitvi16g00010_t001	
Vitvi14g01457	Vitvi14g01457_t001	29760.VIT_14s0068g01030.t01
Vitvi13g00356	Vitvi13g00356_t001	
Vitvi15g00785	Vitvi15g00785_t001	
Vitvi10g00584	Vitvi10g00584_t002	
Vitvi10g00584	Vitvi10g00584_t001	
Vitvi06g00140	Vitvi06g00140_t001	
Vitvi08g02331	Vitvi08g02331_t001	29760.VIT_08s0007g05970.t01
Vitvi13g00542	Vitvi13g00542_t001	
Vitvi17g00081	Vitvi17g00081_t002	
Vitvi17g00081	Vitvi17g00081_t001	29760.VIT_17s0000g00990.t01
Vitvi01g00590	Vitvi01g00590_t001	29760.VIT_01s0137g00220.t01
Vitvi01g00590	Vitvi01g00590_t002	
Vitvi07g02063	Vitvi07g02063_t001	
Vitvi13g04339	Vitvi13g04339_t001	
Vitvi07g04348	Vitvi07g04348_t001	
Vitvi15g04053	Vitvi15g04053_t001	
Vitvi05g00478	Vitvi05g00478_t001	
Vitvi18g00603	Vitvi18g00603_t001	29760.VIT_18s0001g08410.t01
Vitvi07g04557	Vitvi07g04557_t001	
Vitvi07g04557	Vitvi07g04557_t002	
Vitvi14g04694	Vitvi14g04694_t001	29760.VIT_14s0108g01410.t01
Vitvi11g04267	Vitvi11g04267_t001	
Vitvi13g00031	Vitvi13g00031_t001	
Vitvi13g00031	Vitvi13g00031_t002	
Vitvi10g04630	Vitvi10g04630_t001	
Vitvi15g04100	Vitvi15g04100_t001	
Vitvi16g01347	Vitvi16g01347_t001	
Vitvi10g04432	Vitvi10g04432_t001	
Vitvi09g04437	Vitvi09g04437_t001	
Vitvi08g02056	Vitvi08g02056_t001	29760.VIT_08s0105g00420.t01
Vitvi08g02056	Vitvi08g02056_t002	
Vitvi07g04482	Vitvi07g04482_t001	
Vitvi02g04279	Vitvi02g04279_t001	
Vitvi03g00584	Vitvi03g00584_t001	
Vitvi06g00738	Vitvi06g00738_t001	29760.VIT_06s0004g07480.t01
Vitvi17g01000	Vitvi17g01000_t001	29760.VIT_17s0000g09970.t01
Vitvi12g00632	Vitvi12g00632_t001	29760.VIT_12s0134g00570.t01
Vitvi16g01970	Vitvi16g01970_t001	
Vitvi02g01399	Vitvi02g01399_t001	
Vitvi12g00430	Vitvi12g00430_t001	29760.VIT_12s0059g01250.t01
Vitvi15g04324	Vitvi15g04324_t001	29760.VIT_15s0021g01620.t01
Vitvi08g04151	Vitvi08g04151_t001	
Vitvi19g00547	Vitvi19g00547_t001	
Vitvi19g00547	Vitvi19g00547_t002	
Vitvi18g00664	Vitvi18g00664_t001	
Vitvi00g04339	Vitvi00g04339_t001	
Vitvi05g04428	Vitvi05g04428_t001	
Vitvi07g04680	Vitvi07g04680_t001	
Vitvi18g01166	Vitvi18g01166_t001	29760.VIT_18s0001g14900.t01
Vitvi07g00665	Vitvi07g00665_t001	
Vitvi15g01318	Vitvi15g01318_t001	
Vitvi09g00454	Vitvi09g00454_t001	29760.VIT_09s0002g05320.t01
Vitvi14g00964	Vitvi14g00964_t001	29760.VIT_14s0006g01530.t01
Vitvi18g00833	Vitvi18g00833_t001	
Vitvi14g01582	Vitvi14g01582_t001	29760.VIT_14s0171g00220.t01
Vitvi03g04432	Vitvi03g04432_t001	
Vitvi06g00269	Vitvi06g00269_t001	29760.VIT_06s0004g02720.t01
Vitvi01g01532	Vitvi01g01532_t002	
Vitvi01g01532	Vitvi01g01532_t001	
Vitvi18g01706	Vitvi18g01706_t001	
Vitvi07g00534	Vitvi07g00534_t001	29760.VIT_07s0005g02660.t01
Vitvi18g00535	Vitvi18g00535_t001	
Vitvi07g03044	Vitvi07g03044_t001	
Vitvi14g00068	Vitvi14g00068_t001	29760.VIT_14s0060g00840.t01
Vitvi18g03045	Vitvi18g03045_t001	
Vitvi01g04393	Vitvi01g04393_t001	
Vitvi08g00729	Vitvi08g00729_t001	
Vitvi13g04731	Vitvi13g04731_t001	
Vitvi11g00015	Vitvi11g00015_t001	29760.VIT_11s0016g00310.t01
Vitvi15g04499	Vitvi15g04499_t001	
Vitvi13g00618	Vitvi13g00618_t001	
Vitvi08g01012	Vitvi08g01012_t002	29760.VIT_08s0040g01610.t01
Vitvi08g01012	Vitvi08g01012_t001	
Vitvi18g02525	Vitvi18g02525_t001	29760.VIT_18s0001g01650.t01
Vitvi06g00893	Vitvi06g00893_t001	
Vitvi11g04052	Vitvi11g04052_t001	
Vitvi04g04420	Vitvi04g04420_t001	
Vitvi09g00225	Vitvi09g00225_t001	29760.VIT_09s0002g02680.t01
Vitvi09g00225	Vitvi09g00225_t002	
Vitvi09g00225	Vitvi09g00225_t003	
Vitvi04g00117	Vitvi04g00117_t001	29760.VIT_04s0008g01350.t01
Vitvi08g01291	Vitvi08g01291_t001	
Vitvi08g01783	Vitvi08g01783_t001	29760.VIT_08s0007g07090.t01
Vitvi08g01783	Vitvi08g01783_t002	29760.VIT_08s0007g07090.t01
Vitvi18g01142	Vitvi18g01142_t002	
Vitvi18g01142	Vitvi18g01142_t001	
Vitvi01g02097	Vitvi01g02097_t001	
Vitvi14g00047	Vitvi14g00047_t002	
Vitvi14g00047	Vitvi14g00047_t001	
Vitvi14g00047	Vitvi14g00047_t003	
Vitvi18g02823	Vitvi18g02823_t001	
Vitvi06g00595	Vitvi06g00595_t001	29760.VIT_06s0004g06120.t01
Vitvi01g00145	Vitvi01g00145_t001	29760.VIT_01s0011g01850.t01
Vitvi04g02314	Vitvi04g02314_t001	
Vitvi08g04371	Vitvi08g04371_t001	
Vitvi19g00178	Vitvi19g00178_t001	29760.VIT_19s0014g02080.t01
Vitvi19g00178	Vitvi19g00178_t002	
Vitvi12g02420	Vitvi12g02420_t001	29760.VIT_12s0059g02660.t01
Vitvi08g00079	Vitvi08g00079_t001	
Vitvi08g00079	Vitvi08g00079_t002	
Vitvi05g00991	Vitvi05g00991_t001	29760.VIT_05s0051g00940.t01
Vitvi17g01520	Vitvi17g01520_t001	
Vitvi10g00854	Vitvi10g00854_t001	29760.VIT_10s0003g04100.t01
Vitvi16g00287	Vitvi16g00287_t001	
Vitvi17g04293	Vitvi17g04293_t001	
Vitvi09g04400	Vitvi09g04400_t001	29760.VIT_00s0120g00100.t01
Vitvi04g00205	Vitvi04g00205_t001	29760.VIT_04s0008g02390.t01
Vitvi04g00205	Vitvi04g00205_t002	
Vitvi04g00205	Vitvi04g00205_t003	29760.VIT_04s0008g02390.t01
Vitvi15g04085	Vitvi15g04085_t001	
Vitvi13g04126	Vitvi13g04126_t001	
Vitvi12g04314	Vitvi12g04314_t001	
Vitvi09g04602	Vitvi09g04602_t001	
Vitvi14g01310	Vitvi14g01310_t001	
Vitvi19g00568	Vitvi19g00568_t001	
Vitvi08g02268	Vitvi08g02268_t001	
Vitvi02g04195	Vitvi02g04195_t001	
Vitvi10g04607	Vitvi10g04607_t001	
Vitvi15g04137	Vitvi15g04137_t001	
Vitvi05g01605	Vitvi05g01605_t001	
Vitvi15g00753	Vitvi15g00753_t001	
Vitvi17g01373	Vitvi17g01373_t001	
Vitvi06g01403	Vitvi06g01403_t001	29760.VIT_06s0061g01280.t01
Vitvi11g00980	Vitvi11g00980_t001	
Vitvi04g00043	Vitvi04g00043_t001.1.6037826d	
Vitvi04g00043	Vitvi04g00043_t002	
Vitvi01g00250	Vitvi01g00250_t001	29760.VIT_01s0011g03120.t01
Vitvi11g00476	Vitvi11g00476_t003	29760.VIT_11s0016g05420.t01
Vitvi11g00476	Vitvi11g00476_t002	
Vitvi11g00476	Vitvi11g00476_t001	29760.VIT_11s0016g05420.t01
Vitvi14g01778	Vitvi14g01778_t001	
Vitvi18g01787	Vitvi18g01787_t001	
Vitvi17g00560	Vitvi17g00560_t001	
Vitvi16g01298	Vitvi16g01298_t001	
Vitvi15g01020	Vitvi15g01020_t001	
Vitvi13g04664	Vitvi13g04664_t001	
Vitvi17g00170	Vitvi17g00170_t001	29760.VIT_17s0000g02020.t01
Vitvi19g01811	Vitvi19g01811_t001	
Vitvi03g00151	Vitvi03g00151_t001	29760.VIT_03s0038g02470.t01
Vitvi07g04408	Vitvi07g04408_t001	
Vitvi16g04378	Vitvi16g04378_t001	
Vitvi14g00113	Vitvi14g00113_t001	29760.VIT_14s0060g01420.t01
Vitvi16g00897	Vitvi16g00897_t001	
Vitvi17g04304	Vitvi17g04304_t001	
Vitvi08g04305	Vitvi08g04305_t002	
Vitvi08g04305	Vitvi08g04305_t001	
Vitvi19g00096	Vitvi19g00096_t001	
Vitvi08g00630	Vitvi08g00630_t001	29760.VIT_08s0105g00200.t01
Vitvi07g02982	Vitvi07g02982_t001	
Vitvi06g00791	Vitvi06g00791_t002	
Vitvi06g00791	Vitvi06g00791_t001	29760.VIT_06s0004g07990.t01
Vitvi05g04262	Vitvi05g04262_t001	
Vitvi16g01407	Vitvi16g01407_t001	
Vitvi12g00368	Vitvi12g00368_t001	
Vitvi19g04514	Vitvi19g04514_t001	
Vitvi05g00757	Vitvi05g00757_t001	29760.VIT_05s0049g01170.t01
Vitvi09g01265	Vitvi09g01265_t001	29760.VIT_09s0018g01620.t01
Vitvi00g04603	Vitvi00g04603_t001	
Vitvi04g01485	Vitvi04g01485_t001	29760.VIT_04s0023g03700.t01
Vitvi05g04133	Vitvi05g04133_t001	
Vitvi14g01508	Vitvi14g01508_t001	29760.VIT_14s0068g01580.t01
Vitvi11g01435	Vitvi11g01435_t001	29760.VIT_11s0016g05190.t01
Vitvi13g04535	Vitvi13g04535_t001	
Vitvi08g01881	Vitvi08g01881_t002	
Vitvi08g01881	Vitvi08g01881_t001	
Vitvi10g00509	Vitvi10g00509_t001	
Vitvi07g02676	Vitvi07g02676_t001	29760.VIT_07s0031g01040.t01
Vitvi16g00953	Vitvi16g00953_t001	
Vitvi06g00283	Vitvi06g00283_t001	
Vitvi06g00283	Vitvi06g00283_t002	
Vitvi18g04618	Vitvi18g04618_t001	29760.VIT_18s0041g01920.t01
Vitvi10g04686	Vitvi10g04686_t001	
Vitvi01g01658	Vitvi01g01658_t001	29760.VIT_01s0010g03690.t01
Vitvi05g00938	Vitvi05g00938_t001	29760.VIT_05s0051g00450.t01
Vitvi05g00938	Vitvi05g00938_t002	
Vitvi18g00731	Vitvi18g00731_t001	29760.VIT_18s0001g09920.t01
Vitvi01g04204	Vitvi01g04204_t001	
Vitvi05g00034	Vitvi05g00034_t001	
Vitvi09g00845	Vitvi09g00845_t001	29760.VIT_09s0002g09220.t01
Vitvi17g00350	Vitvi17g00350_t001	29760.VIT_17s0000g03990.t01
Vitvi12g02144	Vitvi12g02144_t001	29760.VIT_12s0035g01980.t01
Vitvi03g00371	Vitvi03g00371_t003	
Vitvi03g00371	Vitvi03g00371_t002	
Vitvi03g00371	Vitvi03g00371_t001	29760.VIT_03s0063g02060.t01
Vitvi10g00029	Vitvi10g00029_t001	29760.VIT_10s0116g00550.t01
Vitvi08g01769	Vitvi08g01769_t001	
Vitvi16g04158	Vitvi16g04158_t001	
Vitvi15g01500	Vitvi15g01500_t001	
Vitvi14g04014	Vitvi14g04014_t001	
Vitvi08g01238	Vitvi08g01238_t001	29760.VIT_08s0007g00770.t01
Vitvi05g04246	Vitvi05g04246_t001	
Vitvi03g04079	Vitvi03g04079_t001	
Vitvi11g00878	Vitvi11g00878_t003	
Vitvi11g00878	Vitvi11g00878_t002	
Vitvi11g00878	Vitvi11g00878_t001	
Vitvi10g04321	Vitvi10g04321_t001	
Vitvi11g01277	Vitvi11g01277_t001	29760.VIT_11s0052g01400.t01
Vitvi08g01109	Vitvi08g01109_t001	29760.VIT_08s0040g02810.t01
Vitvi04g04144	Vitvi04g04144_t001	
Vitvi07g01625	Vitvi07g01625_t001	29760.VIT_07s0129g00470.t01
Vitvi07g01625	Vitvi07g01625_t002	
Vitvi07g01625	Vitvi07g01625_t004	
Vitvi07g01625	Vitvi07g01625_t003	
Vitvi07g01625	Vitvi07g01625_t005	
Vitvi18g01624	Vitvi18g01624_t001	29760.VIT_18s0072g00330.t01
Vitvi18g01624	Vitvi18g01624_t002	
Vitvi18g01624	Vitvi18g01624_t003	29760.VIT_18s0072g00330.t01
Vitvi12g00558	Vitvi12g00558_t001	
Vitvi12g00558	Vitvi12g00558_t002	29760.VIT_12s0059g02670.t01
Vitvi02g01140	Vitvi02g01140_t001	
Vitvi13g04113	Vitvi13g04113_t001	
Vitvi06g01021	Vitvi06g01021_t001	29760.VIT_06s0009g01210.t01
Vitvi05g00346	Vitvi05g00346_t001	
Vitvi11g00297	Vitvi11g00297_t001	
Vitvi04g04151	Vitvi04g04151_t001	
Vitvi19g01726	Vitvi19g01726_t001	29760.VIT_19s0085g00740.t01
Vitvi14g01166	Vitvi14g01166_t001	
Vitvi10g00221	Vitvi10g00221_t001	
Vitvi04g02247	Vitvi04g02247_t001	
Vitvi04g02247	Vitvi04g02247_t002	
Vitvi09g01512	Vitvi09g01512_t001	
Vitvi07g02608	Vitvi07g02608_t012	
Vitvi07g02608	Vitvi07g02608_t002	
Vitvi07g02608	Vitvi07g02608_t009	29760.VIT_00s0211g00120.t01
Vitvi07g02608	Vitvi07g02608_t006	29760.VIT_00s0211g00120.t01
Vitvi07g02608	Vitvi07g02608_t008	29760.VIT_00s0211g00120.t01
Vitvi07g02608	Vitvi07g02608_t005	
Vitvi07g02608	Vitvi07g02608_t003	
Vitvi07g02608	Vitvi07g02608_t007	29760.VIT_00s0211g00120.t01
Vitvi07g02608	Vitvi07g02608_t010	
Vitvi07g02608	Vitvi07g02608_t001	
Vitvi07g02608	Vitvi07g02608_t004	
Vitvi07g02608	Vitvi07g02608_t011	
Vitvi15g01264	Vitvi15g01264_t001	
Vitvi02g04005	Vitvi02g04005_t001	
Vitvi00g04714	Vitvi00g04714_t001	
Vitvi05g04515	Vitvi05g04515_t001	
Vitvi03g04043	Vitvi03g04043_t001	
Vitvi14g01576	Vitvi14g01576_t001	
Vitvi10g01517	Vitvi10g01517_t001	29760.VIT_10s0071g00460.t01
Vitvi12g04247	Vitvi12g04247_t001	
Vitvi18g02816	Vitvi18g02816_t001	
Vitvi07g01302	Vitvi07g01302_t003	29760.VIT_00s0253g00070.t01
Vitvi07g01302	Vitvi07g01302_t001	29760.VIT_00s0253g00070.t01
Vitvi07g01302	Vitvi07g01302_t002	29760.VIT_00s0253g00070.t01
Vitvi03g01391	Vitvi03g01391_t001	29760.VIT_03s0038g01960.t01
Vitvi01g04170	Vitvi01g04170_t001	
Vitvi15g00790	Vitvi15g00790_t001	
Vitvi14g00535	Vitvi14g00535_t001	
Vitvi01g00883	Vitvi01g00883_t001	
Vitvi11g00408	Vitvi11g00408_t001	
Vitvi14g01706	Vitvi14g01706_t001	29760.VIT_14s0066g00670.t01
Vitvi14g03045	Vitvi14g03045_t001	
Vitvi18g00068	Vitvi18g00068_t001	29760.VIT_18s0122g00960.t01
Vitvi17g04250	Vitvi17g04250_t001	
Vitvi03g01460	Vitvi03g01460_t001	
Vitvi03g04271	Vitvi03g04271_t001	
Vitvi18g00964	Vitvi18g00964_t002	
Vitvi18g00964	Vitvi18g00964_t001	29760.VIT_18s0001g12510.t01
Vitvi18g00964	Vitvi18g00964_t003	
Vitvi01g00585	Vitvi01g00585_t001	
Vitvi16g04306	Vitvi16g04306_t001	
Vitvi07g04476	Vitvi07g04476_t001	
Vitvi14g02005	Vitvi14g02005_t001	29760.VIT_14s0108g01260.t01
Vitvi09g00579	Vitvi09g00579_t001	
Vitvi14g02823	Vitvi14g02823_t001	
Vitvi06g00657	Vitvi06g00657_t001	
Vitvi05g00362	Vitvi05g00362_t001	
Vitvi18g00047	Vitvi18g00047_t001	
Vitvi18g00047	Vitvi18g00047_t002	
Vitvi18g00047	Vitvi18g00047_t004	
Vitvi18g00047	Vitvi18g00047_t005	
Vitvi18g00047	Vitvi18g00047_t003	
Vitvi18g02418	Vitvi18g02418_t002	
Vitvi18g02418	Vitvi18g02418_t001	
Vitvi07g02194	Vitvi07g02194_t001	
Vitvi12g04268	Vitvi12g04268_t001	
Vitvi05g00691	Vitvi05g00691_t001	
Vitvi18g02195	Vitvi18g02195_t001	
Vitvi04g04371	Vitvi04g04371_t001	
Vitvi08g02314	Vitvi08g02314_t001	29760.VIT_08s0007g05550.t01
Vitvi09g01380	Vitvi09g01380_t001	
Vitvi06g01771	Vitvi06g01771_t001	
Vitvi05g01905	Vitvi05g01905_t001	
Vitvi06g00125	Vitvi06g00125_t001	29760.VIT_06s0004g01310.t01
Vitvi06g04383	Vitvi06g04383_t001	
Vitvi04g01291	Vitvi04g01291_t002	
Vitvi04g01291	Vitvi04g01291_t001	
Vitvi08g00117	Vitvi08g00117_t001	29760.VIT_08s0056g01300.t01
Vitvi08g04420	Vitvi08g04420_t001	
Vitvi01g04350	Vitvi01g04350_t001	
Vitvi12g02371	Vitvi12g02371_t001	
Vitvi03g00144	Vitvi03g00144_t002	
Vitvi03g00144	Vitvi03g00144_t001	
Vitvi03g00144	Vitvi03g00144_t003	
Vitvi12g00756	Vitvi12g00756_t002	
Vitvi12g00756	Vitvi12g00756_t001	
Vitvi17g01190	Vitvi17g01190_t001	
Vitvi19g00035	Vitvi19g00035_t001	29760.VIT_19s0014g00380.t01
Vitvi06g01501	Vitvi06g01501_t001	
Vitvi13g00918	Vitvi13g00918_t001	
Vitvi15g00844	Vitvi15g00844_t001	29760.VIT_15s0048g02070.t01
